relpath,timestamp_utc,img_ok,cloud_fraction,mean_luma,std_luma,mask_path
data/raw/2026-02-24/master/frames/himawari_20260223T211000Z.png,,1,0.0036773681640625,21.510082244873047,34.13324737548828,out/2026-02-24/daily/masks/himawari_20260223T211000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T212000Z.png,,1,0.004669189453125,22.562440872192383,34.6637077331543,out/2026-02-24/daily/masks/himawari_20260223T212000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T213000Z.png,,1,0.0048675537109375,23.676958084106445,35.20869827270508,out/2026-02-24/daily/masks/himawari_20260223T213000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T214000Z.png,,1,0.0054779052734375,24.855016708374023,35.787132263183594,out/2026-02-24/daily/masks/himawari_20260223T214000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T215000Z.png,,1,0.0060577392578125,26.08653450012207,36.37863540649414,out/2026-02-24/daily/masks/himawari_20260223T215000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T221000Z.png,,1,0.0074462890625,28.740755081176758,37.60413360595703,out/2026-02-24/daily/masks/himawari_20260223T221000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T222000Z.png,,1,0.007659912109375,30.172883987426758,38.22434616088867,out/2026-02-24/daily/masks/himawari_20260223T222000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T223000Z.png,,1,0.0079345703125,31.676984786987305,38.84748840332031,out/2026-02-24/daily/masks/himawari_20260223T223000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T224000Z.png,,1,0.0081939697265625,33.26812744140625,39.48853302001953,out/2026-02-24/daily/masks/himawari_20260223T224000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T225000Z.png,,1,0.00958251953125,34.94826126098633,40.158355712890625,out/2026-02-24/daily/masks/himawari_20260223T225000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T230000Z.png,,1,0.010162353515625,36.698341369628906,40.843727111816406,out/2026-02-24/daily/masks/himawari_20260223T230000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T231000Z.png,,1,0.01068115234375,38.50380325317383,41.53764724731445,out/2026-02-24/daily/masks/himawari_20260223T231000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T232000Z.png,,1,0.012481689453125,40.35346984863281,42.19778823852539,out/2026-02-24/daily/masks/himawari_20260223T232000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T233000Z.png,,1,0.013397216796875,42.22697448730469,42.811248779296875,out/2026-02-24/daily/masks/himawari_20260223T233000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T234000Z.png,,1,0.01513671875,44.15554428100586,43.408164978027344,out/2026-02-24/daily/masks/himawari_20260223T234000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260223T235000Z.png,,1,0.0160369873046875,46.268741607666016,44.0971565246582,out/2026-02-24/daily/masks/himawari_20260223T235000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260224T000000Z.png,,1,0.0175323486328125,48.60081481933594,44.99493408203125,out/2026-02-24/daily/masks/himawari_20260224T000000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260224T001000Z.png,,1,0.019866943359375,51.01754379272461,46.067787170410156,out/2026-02-24/daily/masks/himawari_20260224T001000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260224T002000Z.png,,1,0.022247314453125,53.30109405517578,47.091880798339844,out/2026-02-24/daily/masks/himawari_20260224T002000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260224T003000Z.png,,1,0.0231475830078125,55.282814025878906,47.861656188964844,out/2026-02-24/daily/masks/himawari_20260224T003000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260224T004000Z.png,,1,0.0232086181640625,56.90715789794922,48.25347900390625,out/2026-02-24/daily/masks/himawari_20260224T004000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260224T005000Z.png,,1,0.02435302734375,58.35865783691406,48.5112190246582,out/2026-02-24/daily/masks/himawari_20260224T005000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260224T010000Z.png,,1,0.0264739990234375,59.809871673583984,48.86659240722656,out/2026-02-24/daily/masks/himawari_20260224T010000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260224T011000Z.png,,1,0.027374267578125,61.249019622802734,49.27376174926758,out/2026-02-24/daily/masks/himawari_20260224T011000Z_mask.png
data/raw/2026-02-24/master/frames/himawari_20260224T012000Z.png,,1,0.0294952392578125,62.60022735595703,49.664306640625,out/2026-02-24/daily/masks/himawari_20260224T012000Z_mask.png
